Sklypo_ID	Sklypo_kodas	Kadastro_vietoves_kodas	Kadastro_vietoves_bloko_numeris	Sklypo_nr_bloke	Anuliavimo_data	Pagal_pastata	Sklypo_adresas	Laikotarpis	Bazine_kaina	Plotas	Paskirties_kodas	Paskirtis	Charakteristikos_kodas	Charakteristika	Turto_grupes_kodas	Turto_grupe	Verciu_zona	Skaitiklis	Vardiklis	Neapmokestinamas_dydis	Moketojo_ID	Moketojo_kodas	Moketojo_pavadinimas	Naudojimo_pradzia	Naudojimo_pabaiga	Taikyti_VRV	VRV_visa	VRV_dalies	Dokumento_data	Dokumento_nr	Dokumento_tipas	Koregavimo_data
2271				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Gvazdikų g. 17"	2014 m.	34584,38	0,224100	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	NULL	2105	0	Z.C.	2009-03-23	2013-01-29	0	NULL	NULL	2009-03-23		Paveldėjimo teisės liudijimas	2014-11-07
4918				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Skydo g. 42"	2014 m.	3353,13	0,024300	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.024300	4471	0	A.M.	1995-10-22	NULL	0	NULL	NULL	1995-10-22			2014-09-09
4919				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Skydo g. 42"	2014 m.	6444,38	0,046700	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.046700	4472	0	V.B.	1997-06-04	NULL	0	NULL	NULL	1997-06-04			2014-09-09
4920				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Skydo g. 42"	2014 m.	1738,75	0,012600	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.012600	4473	0	A.B.	1995-07-02	NULL	0	NULL	NULL	1995-07-02			2014-09-09
7621	10100400050	0101	0040	50	NULL	0	"Vilniaus m. sav., Vilnius, Gedimino pr. 23"	2014 m.	129356,00	0,177900	995	Kita (žemės)	423	Komer. paskirties objektų žemė	972	Komercinės paskirties žemė	57.1	1758	1779	NULL	10196	1008089	Uždaroji akcinė bendrovė "NERINGOS VIEŠBUTIS"	1998-12-03	2097-11-08	0	NULL	NULL	1998-11-10	687 N01/98-19682	Valst. ž. skl. nuomos sutartis	2004-01-13
1139				NULL	NULL	0	"Vilniaus m. sav., Vilnius, A. Kojelavičiaus g. 108"	2014 m.	7361,88	0,066100	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.066100	1088	0	H.J.	1995-09-27	NULL	0	NULL	NULL	1995-09-27			2014-09-09
1140				NULL	NULL	0	"Vilniaus m. sav., Vilnius, A. Kojelavičiaus g. 108"	2014 m.	4455,00	0,040000	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.040000	1089	0	S.P.	1995-09-27	NULL	0	NULL	NULL	1995-09-27			2014-09-09
3250				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Liudvinavo g. 77"	2014 m.	13638,13	0,134200	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.100000	2976	0	G.G.	1998-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
11640	109260007014			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Liudvinavo g. 77"	2014 m.		0,009500	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	14877	0	S.L.	2011-12-20	NULL	1	3900.00	3900.00	2011-12-14	3-8954	Dovanojimo sutartis	2014-09-09
1345				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Antakalnio g. 22B"	2014 m.	453,13	0,002000	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.002000	1281	0	A.B.	1995-09-16	NULL	0	NULL	NULL	1995-09-16			2014-09-09
1346				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Antakalnio g. 22B"	2014 m.	340,00	0,001500	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	NULL	1282	0	R.B.	1995-06-24	NULL	0	NULL	NULL	1995-06-24			2014-09-09
1347				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Antakalnio g. 22B"	2014 m.	475,63	0,002100	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	NULL	1283	0	A.G.	1995-06-24	NULL	0	NULL	NULL	1995-06-24			2014-09-09
1348				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Antakalnio g. 22B"	2014 m.	453,13	0,002000	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	NULL	1284	0	A.Č.	1994-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
1349				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Antakalnio g. 22B"	2014 m.	453,13	0,002000	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.002000	1285	0	A.N.	1995-09-16	NULL	0	NULL	NULL	1995-09-16			2014-09-09
5861				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Vaduvos g. 30A"	2014 m.	66825,00	0,550000	413	Kitai ne ž.ū,m.ū.veiklai	04*	Kitos paskirties žemė	950	Gyvenamųjų teritorijų žemė		1	1	NULL	5331	1005331	44 - oji laikinų metalinių garažų statybos ir eksploatavimo bendrija	2002-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
7719	10100520101	0101	0052	101	NULL	0	"Vilniaus m. sav., Vilnius, Savanorių pr. 139A"	2014 m.	108088,20	0,247200	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.36	684	2472	NULL	10317	1008210	Uždaroji akcinė bendrovė "SIGENA"	2003-01-20	2096-07-05	0	NULL	NULL	1997-07-07	N01/97-13426	Nuomos sutartis	2008-10-09
7719	10100520101	0101	0052	101	NULL	0	"Vilniaus m. sav., Vilnius, Savanorių pr. 139A"	2014 m.	108088,20	0,247200	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.36	1788	2472	NULL	10317	1008210	Uždaroji akcinė bendrovė "SIGENA"	2013-06-17	NULL	0	184000.00	133087.00	2003-01-20	N01/2003-26501	Nuomos sutartis	2015-02-10
8047	10100320023	0101	0032	23	NULL	0	"Vilniaus m. sav., Vilnius, Krokuvos g. 8"	2014 m.	44926,00	0,118500	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.17	1	1	NULL	10547	1008440	Uždaroji akcinė bendrovė "DAIGSTĖ"	1994-03-28	2093-03-06	1	1670000.00	1670000.00	1994-03-08	VB7-307	Valst. ž. skl. nuomos sutartis	2004-01-19
8392	10100520202	0101	0052	202	NULL	0	"Vilniaus m. sav., Vilnius, Skroblų g. 19"	2014 m.	174045,38	0,583800	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.13	121	5838	NULL	7599	0	N.P.	2009-11-09	NULL	0	NULL	NULL	NULL			2014-11-18
8392	10100520202	0101	0052	202	NULL	0	"Vilniaus m. sav., Vilnius, Skroblų g. 19"	2014 m.	174045,38	0,583800	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.13	512	5838	NULL	7601	1006476	Uždaroji akcinė bendrovė "KLAIDRĖ"	2004-02-26	2101-09-17	0	NULL	NULL	2002-03-04	8-867	Susitarimas	2004-02-26
8392	10100520202	0101	0052	202	NULL	0	"Vilniaus m. sav., Vilnius, Skroblų g. 19"	2014 m.	174045,38	0,583800	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.13	4842	5838	NULL	7598	1006473	UŽDAROJI AKCINĖ BENDROVĖ "LIREGUS" (buv. Lietuvosaklųjų ir silpnaregių sąjungos Vilniaus įmonė)	2002-10-22	NULL	0	NULL	NULL	2002-03-04	8-867	Susitarimas	2003-11-27
8392	10100520202	0101	0052	202	NULL	0	"Vilniaus m. sav., Vilnius, Skroblų g. 19"	2014 m.	174045,38	0,583800	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.13	121	5838	NULL	7599	0	N.P.	2002-09-19	2101-09-18	0	NULL	NULL	2002-03-04	8-867	Susitarimas	2014-11-18
8392	10100520202	0101	0052	202	NULL	0	"Vilniaus m. sav., Vilnius, Skroblų g. 19"	2014 m.	174045,38	0,583800	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.13	121	5838	NULL	7577	0	V.P.	2006-05-17	2009-01-25	0	NULL	NULL	2002-03-04	8-867	Susitarimas	2014-11-18
8392	10100520202	0101	0052	202	NULL	0	"Vilniaus m. sav., Vilnius, Skroblų g. 19"	2014 m.	174045,38	0,583800	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.13	121	5838	NULL	7578	0	V.Š.	2006-05-17	2101-09-17	0	NULL	NULL	2002-03-04	8-867	Susitarimas	2006-05-17
8392	10100520202	0101	0052	202	NULL	0	"Vilniaus m. sav., Vilnius, Skroblų g. 19"	2014 m.	174045,38	0,583800	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.13	121	5838	NULL	7579	0	J.Š.	2006-05-17	2101-09-17	0	NULL	NULL	2002-03-04	8-867	Susitarimas	2006-05-17
1452				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Arimų g. 7"	2014 m.	6465,00	0,084100	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	NULL	1378	0	L.G.	1995-05-04	NULL	0	NULL	NULL	1995-05-04		Dovanojimo sutartis	2014-09-09
5799				NULL	NULL	0	"Vilniaus m. sav., Vilnius, V. Grybo g. 23"	2014 m.	838,13	0,003700	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	NULL	5273	0	R.S.	1995-07-26	NULL	0	NULL	NULL	1995-07-26			2014-09-09
3282				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Loretos Asanavičiūtės g. 20"	2014 m.	5586,00	0,030400	413	Kitai ne ž.ū,m.ū.veiklai	04*	Kitos paskirties žemė	950	Gyvenamųjų teritorijų žemė		1	1	NULL	1096	1001096	Valstybės įmonė Lietuvos paštas	2002-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
9402	10100520154	0101	0052	154	NULL	0	"Vilniaus m. sav., Vilnius, Eigulių g. 16A"	2014 m.	96106,00	0,451200	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.13	12	4512	NULL	3910	1003910	UŽDAROJI AKCINĖ BENDROVĖ JAPONIŠKŲ MARKIŲ AUTOMOBILIŲ CENTRAS	2006-01-10	2098-04-15	0	NULL	NULL	2005-10-25	N01/2005-1208	Valst. ž. skl. nuomos sutartis	2006-01-10
9402	10100520154	0101	0052	154	NULL	0	"Vilniaus m. sav., Vilnius, Eigulių g. 16A"	2014 m.	96106,00	0,451200	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.13	4500	4512	NULL	13090	1009662	371 - oji garažų statybos ir ekploatavimo bendrija	2006-01-12	2098-04-15	0	NULL	NULL	1999-04-16	247 N01/99-20731	Valst. ž. skl. nuomos sutartis	2006-01-12
2424				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Jočionių g. 37"	2014 m.	10996,25	0,092500	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.092500	2226	0	I.L.	1998-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
2425				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Jočionių g. 37"	2014 m.	10996,25	0,092500	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.092500	2240	0	F.V.	1998-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
1472				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Audronės g. 17"	2014 m.	7838,13	0,056800	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.056800	1389	0	J.R.	1994-12-31	NULL	0	NULL	NULL	1995-01-01			2014-09-09
9251	440009314987	0101	0167	1602	NULL	0	"Vilniaus m. sav., Vilnius, I. Kanto al. 20A"	2014 m.	19659,89	0,101700	995	Kita (žemės)			970	Pramonės ir sandėliavimo žemė	57.42	992	1017	NULL	8281	1007156	346 GARAŽŲ STATYBOS IR EKSPLOATAVIMO BENDRIJA	2006-09-07	2055-09-02	0	NULL	NULL	2006-09-04	N01/2006-1084	Valst. ž. skl. nuomos sutartis	2006-09-07
6058				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Verkių g. 165"	2014 m.	4725,63	0,026700	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	NULL	5521	0	R.G.	1994-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
6059				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Verkių g. 165"	2014 m.	5296,51	0,002700	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	NULL	5522	0	D.D.	1994-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
11669	109300064015			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Verkių g. 165"	2014 m.		0,008000	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	3	NULL	14914	0	M.G.	1984-05-25	NULL	1	31200.00	10400.00	1984-05-25	1-2348	Paveldėjimo teisės liudijimas	2014-09-09
5659				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Ūmėdžių g. 83B"	2014 m.	5670,00	0,067800	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	NULL	5140	0	P.N.	1995-07-10	NULL	0	NULL	NULL	1995-07-10			2014-09-09
2019				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Gaono g. 10"	2014 m.	5461,25	0,005800	412	Kelių (gatvių)	04*	Kitos paskirties žemė				1	1	NULL	1885	1001885	Lietuvos ir Airijos uždaroj akcinė bendrovė LIDOMA". Išieškojimas.	2002-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
6359				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Zuikių g. 9"	2014 m.	12825,00	0,126200	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.100000	5782	0	J.Z.	1995-06-13	NULL	0	NULL	NULL	NULL			2014-09-09
11807	109401209012			NULL	NULL	1	"Vilniaus m. sav., Vilnius, J. Bielinio g. 13"	2014 m.		0,010600	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		2	3	NULL	15027	0	J.Š.	2009-04-09	NULL	1	17100.00	11400.00	2009-03-26	RM-1137	Paveld. t. pagal test. liudijimas	2014-09-09
4015				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Paplaujos g. 18"	2014 m.	3284,38	0,019000	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.019000	3658	0	J.S.	1995-06-13	NULL	0	NULL	NULL	1995-06-13			2014-09-09
2725				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Kazbėjų g. 48"	2014 m.	13343,13	0,131300	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	NULL	2507	0	J.S.	2002-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
8562	440011877506	0101	0010	452	NULL	0	"Vilniaus m. sav., Vilnius, Jeruzalės g. 27"	2014 m.	37617,94	0,204100	995	Kita (žemės)			950	Gyvenamųjų teritorijų žemė	57.56	694	2041	NULL	7743	1006618	UŽDAROJI AKCINĖ BENDROVĖ "VERKIŲ ŪKIS"	2008-05-19	NULL	0	NULL	NULL	2007-08-23	N01/2007-1019	Valst. ž. skl. nuomos sutartis	2008-05-19
1148				NULL	NULL	0	"Vilniaus m. sav., Vilnius, A. Kojelavičiaus g. 131"	2014 m.	13773,15	0,096400	413	Kitai ne ž.ū,m.ū.veiklai	04*	Kitos paskirties žemė	950	Gyvenamųjų teritorijų žemė		1	1	NULL	1096	1001096	Valstybės įmonė Lietuvos paštas	2002-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
4852				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Savanorių pr. 240A"	2014 m.	3679,38	0,044000	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.044000	4413	0	V.J.	1995-12-30	NULL	0	NULL	NULL	NULL			2014-09-09
6184				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Vilniaus g. 27"	2014 m.	6290,62	0,010900	413	Kitai ne ž.ū,m.ū.veiklai	04*	Kitos paskirties žemė	950	Gyvenamųjų teritorijų žemė		1	1	NULL	5634	1005634	Valstybės įmonė "VALSTYBĖS TURTO FONDAS"	2002-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
6185				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Vilniaus g. 27"	2014 m.	11936,69	0,020683	413	Kitai ne ž.ū,m.ū.veiklai	04*	Kitos paskirties žemė	950	Gyvenamųjų teritorijų žemė		1	1	NULL	3039	1003039	Uždaroji akcinė bendrovė "BURDA MODEN SALONAS"	2002-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
9075	440007783113	0101	0041	190	NULL	0	"Vilniaus m. sav., Vilnius, Totorių g. 13"	2014 m.	32994,00	0,136200	995	Kita (žemės)			950	Gyvenamųjų teritorijų žemė	57.2	423	1362	NULL	8194	1007069	UŽDAROJI AKCINĖ BENDROVĖ "STATYBŲ LINIJA" Bankrotas 2013-01-09. Likvidavimas 2013-07-31	2006-02-02	2041-01-29	1	2179000.00	676738.00	2006-01-31	N01/2006-102	Valst. ž. skl. nuomos sutartis	2006-02-02
9075	440007783113	0101	0041	190	NULL	0	"Vilniaus m. sav., Vilnius, Totorių g. 13"	2014 m.	32994,00	0,136200	995	Kita (žemės)			950	Gyvenamųjų teritorijų žemė	57.2	939	1362	NULL	8194	1007069	UŽDAROJI AKCINĖ BENDROVĖ "STATYBŲ LINIJA" Bankrotas 2013-01-09. Likvidavimas 2013-07-31	2007-11-19	2041-01-29	1	2179000.00	1502262.00	2006-01-31	N01/2006-103	Valst. ž. skl. nuomos sutartis	2008-05-20
6675				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Žiupronių g. 3"	2014 m.	26836,31	0,028500	413	Kitai ne ž.ū,m.ū.veiklai	04*	Kitos paskirties žemė				1	1	NULL	6061	1006061	494-oji garažų statybos ir eksploatavimo bendrija	2002-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
2495				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Justiniškių g. 91"	2014 m.	13296,87	0,049800	413	Kitai ne ž.ū,m.ū.veiklai	04*	Kitos paskirties žemė	950	Gyvenamųjų teritorijų žemė		1	1	NULL	2303	1002303	Uždaroji akcinė bendrovė "JUSTINIŠKĖS"	2004-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
7630	10100550006	0101	0055	6	NULL	0	"Vilniaus m. sav., Vilnius, Savanorių pr. 7"	2014 m.	506116,86	0,846100	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.14	1	1	NULL	10230	1008123	UAB „FORUM CINEMAS“	2002-06-14	2094-01-24	0	NULL	NULL	1995-01-26	N01/95-3416	Valst. ž. skl. nuomos sutartis	2007-09-04
11931	109402981011			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Pramonės g. 70"	2014 m.		0,008000	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	15129	0	T.V.	2004-09-15	NULL	1	5800.00	5800.00	2004-09-07	2361	Paveldėjimo teisės liudijimas	2014-09-09
4282				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Pumpurų g. 17"	2014 m.	23167,50	0,153300	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.100000	3892	0	I.L.	1995-12-17	NULL	0	NULL	NULL	NULL			2014-09-09
6252				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Visorių g. 43"	2014 m.	15721,88	0,096600	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.096600	5689	0	I.D.	1995-07-11	NULL	0	NULL	NULL	NULL			2014-09-09
11923	109402944018			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Popieriaus g. 130"	2014 m.		0,013180	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	2	NULL	15126	0	R.B.	1973-12-06	NULL	1	21600.00	10800.00	1973-05-29	438/16	Pažyma	2014-09-09
9945	440023385724	0101	0009	1174	NULL	0	"Vilniaus m. sav., Vilnius, Jeruzalės g. 18"	2014 m.	31698,38	0,123400	995	Kita (žemės)			972	Komercinės paskirties žemė	57.56	1000	1234	NULL	7514	1006389	Uždaroji akcinė bendrovė "AGROTECH"	2012-04-12	2016-01-21	1	404000.00	327391.00	2001-09-25	355 N01/2001-24800	Valst. ž. skl. nuomos sutartis	2012-04-12
2618				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Kalvarijų g. 62"	2014 m.	11502,00	0,020300	413	Kitai ne ž.ū,m.ū.veiklai	04*	Kitos paskirties žemė	950	Gyvenamųjų teritorijų žemė		1	1	NULL	2412	1002412	UAB "VETA"	2002-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
7562	10100320333	0101	0032	333	NULL	0	"Vilniaus m. sav., Vilnius, Kalvarijų g. 62"	2014 m.	45155,00	0,148900	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.17	203	1489	NULL	2412	1002412	UAB "VETA"	2000-02-24	2098-12-13	0	NULL	NULL	1999-12-15	N01/99-22010	Valst. ž. skl. nuomos sutartis	2006-09-26
8481	10100300034	0101	0030	34	NULL	0	"Vilniaus m. sav., Vilnius, Laisvės pr. 58"	2014 m.	550035,00	1,147700	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.77	1627	11477	NULL	7675	1006550	Uždaroji akcinė bendrovė "LIETUVOS SPAUDOS" VILNIAUS AGENTURA	2010-09-29	2099-06-14	1	660000.00	659745.00	2000-06-16	N01/2000-23080	Valst. ž. skl. nuomos sutartis	2010-09-29
8481	10100300034	0101	0030	34	NULL	0	"Vilniaus m. sav., Vilnius, Laisvės pr. 58"	2014 m.	550035,00	1,147700	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.77	9780	11477	NULL	13482	0	V.e.i.U.	2014-02-18	2090-10-17	1	3850000.00	3280735.00	2010-08-24	N49/2010-13	Valst. ž. skl. nuomos sutartis	2014-02-18
8481	10100300034	0101	0030	34	NULL	0	"Vilniaus m. sav., Vilnius, Laisvės pr. 58"	2014 m.	550035,00	1,147700	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.77	9780	11477	NULL	13482	0	V.e.i.U.	2011-02-25	2014-02-17	1	3728000.00	3741875.00	2010-08-24	N49/2010-13	Valst. ž. skl. nuomos sutartis	2014-02-18
2998				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Laisvės pr. 58"	2014 m.	248656,25	0,978000	413	Kitai ne ž.ū,m.ū.veiklai	04*	Kitos paskirties žemė	950	Gyvenamųjų teritorijų žemė		1	1	NULL	2763	1002763	Viešoji įstaiga Vilniaus teisės ir verslo kolegija	2008-07-31	NULL	0	NULL	NULL	NULL			2014-09-09
4776				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Santariškių g. 2"	2014 m.	122399,66	0,682900	413	Kitai ne ž.ū,m.ū.veiklai	04*	Kitos paskirties žemė				1	1	NULL	4351	1004351	VIEŠOJI ĮSTAIGA VILNIAUS UNIVERSITETO LIGONINĖS SANTARIŠKIŲ KLINIKOS	2007-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
8913	10100050087	0101	0005	87	NULL	0	"Vilniaus m. sav., Vilnius, Santariškių g. 2"	2014 m.	2979012,94	16,620700	995	Kita (žemės)	421	Valst. ir visuom. objektų žemė	950	Gyvenamųjų teritorijų žemė	57.59	202	166207	NULL	8058	1006933	Uždaroji akcinė bendrovė "MEDSANTA"	2007-08-06	2080-07-28	0	NULL	NULL	2007-07-30	N01/2007-894	Valst. ž. skl. nuomos sutartis	2007-08-06
3552				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Mokyklos g."	2014 m.	493,13	0,078300	101	Žemės ūkio paskirties ž.	0140	Sodininkų bendrijų naud.ž				1	1	.078300	3247	0	A.L.	1993-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
3553				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Mokyklos g."	2014 m.	483,75	0,076800	101	Žemės ūkio paskirties ž.	0140	Sodininkų bendrijų naud.ž				1	1	.076800	3248	0	O.L.	1994-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
3554				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Mokyklos g."	2014 m.	378,13	0,060000	101	Žemės ūkio paskirties ž.	0140	Sodininkų bendrijų naud.ž				1	1	.060000	3249	0	S.P.	1993-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
3555				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Mokyklos g."	2014 m.	424,38	0,067400	101	Žemės ūkio paskirties ž.	0140	Sodininkų bendrijų naud.ž				1	1	.067400	3250	0	V.S.	1994-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
3556				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Mokyklos g."	2014 m.	486,88	0,077300	101	Žemės ūkio paskirties ž.	0140	Sodininkų bendrijų naud.ž				1	1	.077300	3251	0	M.T.	1993-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
3557				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Mokyklos g."	2014 m.	378,13	0,060000	101	Žemės ūkio paskirties ž.	0140	Sodininkų bendrijų naud.ž				1	1	.060000	3252	0	E.L.	1993-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
3558				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Mokyklos g."	2014 m.	474,38	0,075300	101	Žemės ūkio paskirties ž.						1	1	NULL	3253	0	R.N.	1993-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
3559				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Mokyklos g."	2014 m.	378,13	0,060000	101	Žemės ūkio paskirties ž.	0140	Sodininkų bendrijų naud.ž				1	1	.060000	3254	0	J.M.	1993-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
6561				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Žygimantų g. 8"	2014 m.	4137,99	0,007200	413	Kitai ne ž.ū,m.ū.veiklai	04*	Kitos paskirties žemė	950	Gyvenamųjų teritorijų žemė		1	1	NULL	5961	1005961	Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras	2006-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
6562				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Žygimantų g. 8"	2014 m.	1655,19	0,002900	413	Kitai ne ž.ū,m.ū.veiklai	04*	Kitos paskirties žemė	950	Gyvenamųjų teritorijų žemė		1	1	NULL	5961	1005961	Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras	2006-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
